ds,y_true,y_pred,error,residual
2025-09-22 20:00:00,1.17961,1.1778568029403687,0.001753197059631395,0.001753197059631395
2025-09-24 22:00:00,1.17376,1.173004388809204,0.000755611190795813,0.000755611190795813
2025-09-29 00:00:00,1.17021,1.1697006225585938,0.0005093774414062224,0.0005093774414062224
2025-10-01 02:00:00,1.1734,1.1736507415771484,-0.0002507415771484389,-0.0002507415771484389
2025-10-03 04:00:00,1.17262,1.1722856760025024,0.00033432399749755426,0.00033432399749755426
2025-10-07 06:00:00,1.17029,1.1701315641403198,0.00015843585968022822,0.00015843585968022822
2025-10-09 08:00:00,1.16381,1.1655714511871338,-0.001761451187133778,-0.001761451187133778
2025-10-13 10:00:00,1.15993,1.1622389554977417,-0.0023089554977417936,-0.0023089554977417936
2025-10-15 12:00:00,1.16342,1.1636240482330322,-0.00020404823303232789,-0.00020404823303232789
2025-10-17 14:00:00,1.16845,1.1694493293762207,-0.0009993293762207145,-0.0009993293762207145
2025-10-21 16:00:00,1.16122,1.1606976985931396,0.0005223014068602705,0.0005223014068602705
2025-10-23 18:00:00,1.16111,1.1599656343460083,0.0011443656539917857,0.0011443656539917857
2025-10-27 20:00:00,1.16499,1.1633579730987549,0.0016320269012450872,0.0016320269012450872
2025-10-29 22:00:00,1.15997,1.1603608131408691,-0.00039081314086919505,-0.00039081314086919505
