Date,rv_true,garch_rv,har_rv
2023-12-27,2.603894082256796e-05,2.3559094724745777e-05,1.130007205933649e-05
2023-12-28,2.0766487051853527e-05,2.4101527345938857e-05,1.311676698025893e-05
2023-12-29,7.462141808424807e-06,2.3668702658084787e-05,1.4242334724947558e-05
2024-01-02,3.0113318666644214e-05,2.2716926165281905e-05,1.2844439170143395e-05
2024-01-03,1.5873352442267098e-05,2.5314927481319734e-05,1.541516244468882e-05
2024-01-04,1.0665397447347476e-05,2.4241563934771206e-05,1.5593698978401727e-05
2024-01-05,4.443982674129316e-05,2.340229325234987e-05,1.4201064467865518e-05
2024-01-08,9.602956534122721e-06,2.2293271741757387e-05,1.6834472253541223e-05
2024-01-09,9.387129618356677e-06,2.1281047712856915e-05,1.601110653059189e-05
2024-01-10,7.524157808279544e-06,2.042445609603856e-05,1.4746364523333877e-05
2024-01-11,1.4079531070989524e-05,2.0172717453420407e-05,1.3997701151671165e-05
2024-01-12,7.839730811139864e-06,1.9231298581806174e-05,1.4472355623167722e-05
2024-01-15,3.518480045043997e-06,1.8526749657083465e-05,1.1317294894595434e-05
2024-01-16,2.4020185615732024e-05,1.7665965996649822e-05,1.0289849039847428e-05
2024-01-17,4.840811144512986e-06,1.9048237677880332e-05,1.2084355962347507e-05
