Date,y,rw,arima,ets,lstm
2024-11-18,1.05988,1.05332,1.0581104167644726,1.0307689205887354,1.054788991122246
2024-11-19,1.05955,1.05988,1.0581104167644726,1.030671676338811,1.0627234514284134
2024-11-20,1.05428,1.05955,1.0581104167644726,1.0305744320888865,1.0612108265578746
2024-11-21,1.0472,1.05428,1.0581104167644726,1.0304771878389622,1.055235670490265
2024-11-22,1.04154,1.0472,1.0581104167644726,1.0303799435890377,1.0474711437225341
2024-11-25,1.04929,1.04154,1.0581104167644726,1.0302826993391134,1.041875980324745
2024-11-26,1.04892,1.04929,1.0581104167644726,1.030185455089189,1.0501075563144684
2024-11-27,1.05654,1.04892,1.0581104167644726,1.0300882108392644,1.0493035007715226
2024-11-28,1.05547,1.05654,1.0581104167644726,1.02999096658934,1.0549689073991775
2024-11-29,1.0576,1.05547,1.0581104167644726,1.0298937223394156,1.0543453415828943
2024-12-02,1.04986,1.0576,1.0581104167644726,1.0297964780894913,1.0565317602157593
2024-12-03,1.05103,1.04986,1.0581104167644726,1.0296992338395667,1.05156796387434
2024-12-04,1.05091,1.05103,1.0581104167644726,1.0296019895896424,1.05085916362226
2024-12-05,1.05875,1.05091,1.0581104167644726,1.029504745339718,1.051268546307087
2024-12-06,1.05685,1.05875,1.0581104167644726,1.0294075010897934,1.0568764966726303
2024-12-09,1.05535,1.05685,1.0581104167644726,1.029310256839869,1.0568692759096623
2024-12-10,1.05264,1.05535,1.0581104167644726,1.0292130125899446,1.0559351307928562
2024-12-11,1.04952,1.05264,1.0581104167644726,1.0291157683400203,1.0531306442642212
2024-12-12,1.04666,1.04952,1.0581104167644726,1.0290185240900958,1.049640858707428
2024-12-13,1.05033,1.04666,1.0581104167644726,1.0289212798401715,1.0466044766402245
2024-12-16,1.05141,1.05033,1.0581104167644726,1.028824035590247,1.050314787095189
2024-12-17,1.04911,1.05141,1.0581104167644726,1.0287267913403224,1.0513762214523554
2024-12-18,1.03491,1.04911,1.0581104167644726,1.028629547090398,1.048944853439927
2024-12-19,1.03622,1.03491,1.0581104167644726,1.0285323028404736,1.0343192385131121
2024-12-20,1.04281,1.03622,1.0581104167644726,1.0284350585905493,1.0361027728295324
2024-12-23,1.04056,1.04281,1.0581104167644726,1.0283378143406248,1.0431635451459884
2024-12-24,1.03849,1.04056,1.0581104167644726,1.0282405700907005,1.0406352949619293
2024-12-26,1.04219,1.03849,1.0581104167644726,1.028143325840776,1.0386104551184177
2024-12-27,1.04237,1.04219,1.0581104167644726,1.0280460815908514,1.0427824945008755
2024-12-30,1.04043,1.04237,1.0581104167644726,1.0279488373409271,1.0426055973148347
2024-12-31,1.0348600000000001,1.04043,1.0581104167644726,1.0278515930910026,1.0404850688409806
2025-01-02,1.02664,1.0348600000000001,1.0581104167644726,1.0277543488410783,1.0346548441290857
2025-01-03,1.03076,1.02664,1.0581104167644726,1.0276571045911538,1.0263151289510728
2025-01-06,1.03894,1.03076,1.0581104167644726,1.0275598603412295,1.0309547587251662
2025-01-07,1.03401,1.03894,1.0581104167644726,1.027462616091305,1.0391021213507652
